StartStation,EndStation,Ridership
18th & Eads St.,M St & New Jersey Ave SE,3
18th & Eads St.,M St & Pennsylvania Ave NW,11
18th & Eads St.,Market Square / King St & Royal St,21
18th & Eads St.,Maryland & Independence Ave SW,7
18th & Eads St.,Massachusetts Ave & Dupont Circle NW,3
18th & Eads St.,Metro Center / 12th & G St NW,3
18th & Eads St.,MLK Library/9th & G St NW,4
18th & Eads St.,Monroe Ave & Leslie Ave,3
18th & Eads St.,Montgomery & East Ln,1
18th & Eads St.,Mount Vernon Ave & E Del Ray Ave,10
18th & Eads St.,Mount Vernon Ave & E Nelson Ave,10
18th & Eads St.,Mount Vernon Ave & Kennedy St,61
18th & Eads St.,N Pershing Dr & Wayne St,3
18th & Eads St.,N Quincy St & Glebe Rd,1
18th & Eads St.,N Rhodes & 16th St N,1
18th & Eads St.,New Hampshire Ave & 24th St NW,7
18th & Eads St.,New Jersey Ave & R St NW,1
18th & Eads St.,New York Ave & 15th St NW,55
18th & Eads St.,North Capitol St & F St NW,1
18th & Eads St.,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,64
18th & Eads St.,Park Rd & Holmead Pl NW,1
18th & Eads St.,Pentagon City Metro / 12th & S Hayes St,669
18th & Eads St.,Pershing & N George Mason Dr,1
18th & Eads St.,Potomac Ave & 35th St S,249
18th & Eads St.,Potomac Greens Dr & Slaters Ln,7
18th & Eads St.,Prince St & Union St,73
18th & Eads St.,Radford & Osage St,1
18th & Eads St.,River Rd & Landy Ln,1
18th & Eads St.,Rolfe St & 9th St S,3
18th & Eads St.,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,10
18th & Eads St.,S Arlington Mill Dr & Campbell Ave,67
18th & Eads St.,S Four Mile Run & Walter Reed Dr,16
18th & Eads St.,S Four Mile Run Dr & S Shirlington Rd,30
18th & Eads St.,S George Mason Dr & 13th St S,1
18th & Eads St.,S George Mason Dr & Four Mile Run,6
18th & Eads St.,S Glebe & Potomac Ave,215
18th & Eads St.,S Joyce & 16th St S,68
18th & Eads St.,S Joyce & Army Navy Dr,857
18th & Eads St.,S Kenmore & 24th St S,4
18th & Eads St.,S Stafford & 34th St S,1
18th & Eads St.,S Troy St & 26th St S,27
18th & Eads St.,Saint Asaph St & Pendleton  St,37
18th & Eads St.,Shirlington Transit Center / S Quincy & Randolph St,8
18th & Eads St.,Smithsonian / Jefferson Dr & 12th St SW,65
18th & Eads St.,Thomas Circle,4
18th & Eads St.,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,1
18th & Eads St.,US Dept of State / Virginia Ave & 21st St NW,10
18th & Eads St.,USDA / 12th & Independence Ave SW,118
18th & Eads St.,Virginia Square Metro / N Monroe St & 9th St N,3
18th & Eads St.,Walter Reed Community Center / Walter Reed Dr & 16th St S,5
18th & Eads St.,Washington Blvd & 10th St N,2
18th & Eads St.,Washington Blvd & Walter Reed Dr,28
18th & Eads St.,Wilson Blvd & N Edgewood St,1
18th & Eads St.,Wisconsin Ave & O St NW,4
18th & M St NW,10th & E St NW,220
18th & M St NW,10th & Florida Ave NW,99
18th & M St NW,10th & K St NW,82
18th & M St NW,10th & Monroe St NE,40
18th & M St NW,10th & U St NW,1362
18th & M St NW,10th St & Constitution Ave NW,805
18th & M St NW,10th St & L'Enfant Plaza SW,1
18th & M St NW,11th & F St NW,194
18th & M St NW,11th & H St NE,162
18th & M St NW,11th & Kenyon St NW,932
18th & M St NW,11th & M St NW,1268
18th & M St NW,11th & S St NW,127
18th & M St NW,12th & Army Navy Dr,1
18th & M St NW,12th & Irving St NE,8
18th & M St NW,12th & L St NW,969
18th & M St NW,12th & Newton St NE,32
18th & M St NW,12th & U St NW,500
18th & M St NW,13th & D St NE,166
18th & M St NW,13th & H St NE,383
18th & M St NW,13th St & New York Ave NW,927
18th & M St NW,14th & Belmont St NW,615
18th & M St NW,14th & D St NW / Ronald Reagan Building,761
18th & M St NW,14th & D St SE,103
18th & M St NW,14th & G St NW,941
18th & M St NW,14th & Girard St NW,2
18th & M St NW,14th & Harvard St NW,948
18th & M St NW,14th & L St NW,43
18th & M St NW,14th & R St NW,1761
18th & M St NW,14th & Rhode Island Ave NW,3467
18th & M St NW,14th & Upshur St NW,39
18th & M St NW,14th & V St NW,2483
18th & M St NW,14th St & Colorado Ave NW,9
18th & M St NW,14th St & New York Ave NW,873
18th & M St NW,14th St & Spring Rd NW,356
18th & M St NW,14th St Heights / 14th & Crittenden St NW,92
18th & M St NW,15th & Crystal Dr,25
18th & M St NW,15th & East Capitol St NE,26
18th & M St NW,15th & Euclid St  NW,164
18th & M St NW,15th & F St NE,29
18th & M St NW,15th & K St NW,403
18th & M St NW,15th & L St NW,339
18th & M St NW,15th & N Scott St,16
18th & M St NW,15th & P St NW,4601
18th & M St NW,15th St & Massachusetts Ave SE,42
18th & M St NW,16th & Harvard St NW,905
18th & M St NW,16th & Irving St NW,10
18th & M St NW,16th & K St NW,1670
18th & M St NW,16th & R St NW,54
18th & M St NW,17th & Corcoran St NW,4927
18th & M St NW,17th & G St NW,137
18th & M St NW,17th & K St NW,657
18th & M St NW,17th & K St NW / Farragut Square,618
18th & M St NW,17th & Rhode Island Ave NW,433
18th & M St NW,17th St & Independence Ave SW,5
18th & M St NW,17th St & Massachusetts Ave NW,498
18th & M St NW,18th & C St NW,13
18th & M St NW,18th & Eads St.,1
18th & M St NW,18th & R St NW,519
18th & M St NW,18th St & Pennsylvania Ave NW,808
18th & M St NW,18th St & Rhode Island Ave NE,25
18th & M St NW,18th St & Wyoming Ave NW,913
18th & M St NW,19th & E Street NW,471
18th & M St NW,19th & East Capitol St SE,60
18th & M St NW,19th & G St NW,107
18th & M St NW,19th & K St NW,372
18th & M St NW,19th & L St NW,569
18th & M St NW,19th St & Constitution Ave NW,882
18th & M St NW,19th St & Pennsylvania Ave NW,1581
18th & M St NW,1st & H St NW,63
18th & M St NW,1st & K St SE,176
18th & M St NW,1st & M St NE,701
18th & M St NW,1st & N St SE,88
18th & M St NW,1st & O St NW,5
18th & M St NW,1st & Rhode Island Ave NW,419
18th & M St NW,1st & Washington Hospital Center NW,9
18th & M St NW,20th & Crystal Dr,25
18th & M St NW,20th & E St NW,1399
18th & M St NW,20th & L St NW,172
18th & M St NW,20th & O St NW / Dupont South,556
18th & M St NW,20th St & Florida Ave NW,2586
18th & M St NW,20th St & Virginia Ave NW,60
18th & M St NW,21st & I St NW,2169
18th & M St NW,21st & M St NW,1597
18th & M St NW,21st St & Constitution Ave NW,99
18th & M St NW,21st St & Pennsylvania Ave NW,443
18th & M St NW,21st St N & N Pierce St,3
18th & M St NW,22nd & I St NW / Foggy Bottom,861
18th & M St NW,23rd & Crystal Dr,8
18th & M St NW,23rd & E St NW ,329
18th & M St NW,23rd & Eads St,4
18th & M St NW,24th & N St NW,762
18th & M St NW,25th St & Pennsylvania Ave NW,3271
18th & M St NW,27th & Crystal Dr,7
18th & M St NW,2nd & G St NE,25
18th & M St NW,2nd St & Massachusetts Ave NE,4
18th & M St NW,3000 Connecticut Ave NW / National Zoo,154
18th & M St NW,33rd & Water St NW,127
18th & M St NW,34th St & Wisconsin Ave NW,258
18th & M St NW,36th & Calvert St NW / Glover Park,124
18th & M St NW,37th & O St NW / Georgetown University,523
18th & M St NW,39th & Calvert St NW / Stoddert,66
18th & M St NW,39th & Veazey St NW,21
18th & M St NW,3rd & D St SE,178
18th & M St NW,3rd & Elm St NW,133
18th & M St NW,3rd & G St SE,42
18th & M St NW,3rd & H St NE,340
18th & M St NW,3rd & H St NW,153
18th & M St NW,3rd & Tingey St SE,14
18th & M St NW,3rd St & Pennsylvania Ave SE,55
18th & M St NW,47th & Elm St,3
18th & M St NW,4th & D St NW / Judiciary Square,125
18th & M St NW,4th & E St SW,271
18th & M St NW,4th & East Capitol St NE,333
18th & M St NW,4th & M St SW,538
18th & M St NW,4th & W St NE,32
18th & M St NW,5th & F St NW,569
18th & M St NW,5th & K St NW,1785
18th & M St NW,5th St & Massachusetts Ave NW,932
18th & M St NW,6th & H St NE,116
18th & M St NW,6th & S Ball St,1
18th & M St NW,6th & Water St SW / SW Waterfront,206
18th & M St NW,6th St & Indiana Ave NW,152
18th & M St NW,7th & F St NW / National Portrait Gallery,906
18th & M St NW,7th & R St NW / Shaw Library,601
18th & M St NW,7th & T St NW,1046
18th & M St NW,8th & D St NW,160
18th & M St NW,8th & East Capitol St NE,36
18th & M St NW,8th & Eye St SE / Barracks Row,55
18th & M St NW,8th & F St NE,38
18th & M St NW,8th & F St NW,21
18th & M St NW,8th & H St NW,1525
18th & M St NW,8th & O St NW,266
18th & M St NW,9th & Upshur St NW,76
18th & M St NW,Adams Mill & Columbia Rd NW,2273
18th & M St NW,Anacostia Metro,4
18th & M St NW,Arlington Blvd & Fillmore St,1
18th & M St NW,Arlington Blvd & N Queen St,6
18th & M St NW,Army Navy Dr & S Nash St,1
18th & M St NW,Aurora Hills Community Ctr/18th & Hayes St,16
18th & M St NW,Ballenger Ave & Dulaney St,1
18th & M St NW,Ballston Metro / N Stuart & 9th St N,5
18th & M St NW,Barton St & 10th St N,6
18th & M St NW,Benning Branch Library,2
18th & M St NW,Bethesda Ave & Arlington Rd,1
18th & M St NW,Bladensburg Rd & Benning Rd NE,107
18th & M St NW,Branch & Pennsylvania Ave SE,1
18th & M St NW,C & O Canal & Wisconsin Ave NW,2344
18th & M St NW,California St & Florida Ave NW,1546
18th & M St NW,Calvert & Biltmore St NW,47
18th & M St NW,Calvert St & Woodley Pl NW,830
18th & M St NW,Central Library / N Quincy St & 10th St N,6
18th & M St NW,Clarendon Blvd & N Fillmore St,4
18th & M St NW,Clarendon Blvd & Pierce St,56
18th & M St NW,Clarendon Metro / Wilson Blvd & N Highland St,6
18th & M St NW,Columbia Pike & S Courthouse Rd,1
18th & M St NW,Columbia Pike & S Orme St,2
18th & M St NW,Columbia Pike & S Walter Reed Dr,2
18th & M St NW,Columbia Rd & Belmont St NW,413
18th & M St NW,Columbia Rd & Georgia Ave NW,197
18th & M St NW,Columbus Circle / Union Station,808
18th & M St NW,Connecticut & Nebraska Ave NW,10
18th & M St NW,Connecticut Ave & Newark St NW / Cleveland Park,185
18th & M St NW,Connecticut Ave & Tilden St NW,16
18th & M St NW,Connecticut Ave & Yuma St NW,2
18th & M St NW,Constitution Ave & 2nd St NW/DOL,119
18th & M St NW,Convention Center / 7th & M St NW,1782
18th & M St NW,Court House Metro / 15th & N Uhle St,9
18th & M St NW,Crystal City Metro / 18th & Bell St,38
18th & M St NW,D St & Maryland Ave NE,111
18th & M St NW,Eads St & 15th St S,1
18th & M St NW,Eastern Market / 7th & North Carolina Ave SE,146
18th & M St NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,356
18th & M St NW,Eckington Pl & Q St NE,186
18th & M St NW,Fairfax Dr & Kenmore St,1
18th & M St NW,Fairfax Dr & Wilson Blvd,1
18th & M St NW,Fenton St & New York Ave,1
18th & M St NW,Fessenden St & Wisconsin Ave NW,4
18th & M St NW,Florida Ave & R St NW,859
18th & M St NW,Fort Totten Metro,1
18th & M St NW,Friendship Blvd & Willard Ave,1
18th & M St NW,Gallaudet / 8th St & Florida Ave NE,31
18th & M St NW,Georgetown Harbor / 30th St NW,1106
18th & M St NW,Georgia & New Hampshire Ave NW,1357
18th & M St NW,Georgia Ave & Emerson St NW,20
18th & M St NW,Georgia Ave and Fairmont St NW,189
18th & M St NW,Glebe Rd & 11th St N,1
18th & M St NW,Hains Point/Buckeye & Ohio Dr SW,29
18th & M St NW,Hamlin & 7th St NE,2
18th & M St NW,Harvard St & Adams Mill Rd NW,162
18th & M St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,7
18th & M St NW,Henry St & Pendleton St,1
18th & M St NW,Independence Ave & L'Enfant Plaza SW/DOE,70
18th & M St NW,Iwo Jima Memorial/N Meade & 14th St N,26
18th & M St NW,Jefferson Dr & 14th St SW,512
18th & M St NW,Jefferson Memorial,187
18th & M St NW,John McCormack Dr & Michigan Ave NE,1
18th & M St NW,Kennedy Center,186
18th & M St NW,Key Blvd & N Quinn St,22
18th & M St NW,L'Enfant Plaza / 7th & C St SW,477
18th & M St NW,Lamont & Mt Pleasant NW,1158
18th & M St NW,Lee Hwy & N Adams St,9
18th & M St NW,Lee Hwy & N Cleveland St,2
18th & M St NW,Lee Hwy & N Kirkwood Rd,1
18th & M St NW,Lee Hwy & N Monroe St,2
18th & M St NW,Lee Hwy & N Scott St,23
18th & M St NW,Lee Hwy & N Woodstock St,1
18th & M St NW,Lincoln Memorial,501
18th & M St NW,Lincoln Park / 13th & East Capitol St NE,586
18th & M St NW,Lynn & 19th St North,546
18th & M St NW,M St & Delaware Ave NE,109
18th & M St NW,M St & New Jersey Ave SE,136
18th & M St NW,M St & Pennsylvania Ave NW,1877
18th & M St NW,Market Square / King St & Royal St,4
18th & M St NW,Maryland & Independence Ave SW,241
18th & M St NW,Maryland Ave & E St NE,3
18th & M St NW,Massachusetts Ave & Dupont Circle NW,2357
18th & M St NW,Metro Center / 12th & G St NW,1150
18th & M St NW,MLK Library/9th & G St NW,124
18th & M St NW,Monroe Ave & Leslie Ave,3
18th & M St NW,Montgomery Ave & Waverly St,2
18th & M St NW,Mount Vernon Ave & E Del Ray Ave,2
18th & M St NW,Mount Vernon Ave & E Nelson Ave,1
18th & M St NW,N Pershing Dr & Wayne St,1
18th & M St NW,N Randolph St & Fairfax Dr,2
18th & M St NW,N Rhodes & 16th St N,112
18th & M St NW,N Veitch  & 20th St N,7
18th & M St NW,N Veitch & Key Blvd,3
18th & M St NW,Nannie Helen Burroughs Ave & 49th St NE,1
18th & M St NW,Neal St & Trinidad Ave NE,38
18th & M St NW,New Hampshire Ave & 24th St NW,237
18th & M St NW,New Hampshire Ave & T St NW,1853
18th & M St NW,New Jersey Ave & N St NW/Dunbar HS,143
18th & M St NW,New Jersey Ave & R St NW,262
18th & M St NW,New York Ave & 15th St NW,1271
18th & M St NW,New York Ave & Hecht Ave NE,2
18th & M St NW,North Capitol St & F St NW,877
18th & M St NW,North Capitol St & G Pl NE,141
18th & M St NW,Offutt Ln & Chevy Chase Dr,1
18th & M St NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,96
18th & M St NW,Oklahoma Ave & D St NE,19
18th & M St NW,Park Rd & Holmead Pl NW,1204
18th & M St NW,Pennsylvania & Minnesota Ave SE,2
18th & M St NW,Pentagon City Metro / 12th & S Hayes St,41
18th & M St NW,Potomac & Pennsylvania Ave SE,152
18th & M St NW,Potomac Ave & 35th St S,1
18th & M St NW,Potomac Ave & 8th St SE,1
18th & M St NW,Prince St & Union St,2
18th & M St NW,Rhode Island Ave & V St NE,27
18th & M St NW,Rhode Island Ave Metro,9
18th & M St NW,River Rd & Landy Ln,3
18th & M St NW,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,181
18th & M St NW,S Glebe & Potomac Ave,5
18th & M St NW,S Joyce & Army Navy Dr,30
18th & M St NW,Saint Asaph St & Pendleton  St,3
18th & M St NW,Shirlington Transit Center / S Quincy & Randolph St,1
18th & M St NW,Smithsonian / Jefferson Dr & 12th St SW,250
18th & M St NW,Tenleytown / Wisconsin Ave & Albemarle St NW,29
18th & M St NW,Thomas Circle,2019
18th & M St NW,Union Market/6th St & Neal Pl NE,6
18th & M St NW,US Dept of State / Virginia Ave & 21st St NW,588
18th & M St NW,USDA / 12th & Independence Ave SW,811
18th & M St NW,Van Ness Metro / UDC,127
18th & M St NW,Virginia Square Metro / N Monroe St & 9th St N,1
18th & M St NW,Ward Circle / American University,32
18th & M St NW,Washington & Independence Ave SW/HHS,90
18th & M St NW,Wilson Blvd & Franklin Rd,10
18th & M St NW,Wilson Blvd & N Edgewood St,11
18th & M St NW,Wilson Blvd & N Quincy St,4
18th & M St NW,Wilson Blvd & N Uhle St,5
18th & M St NW,Wisconsin Ave & Newark St NW,91
18th & M St NW,Wisconsin Ave & O St NW,377
18th & R St NW,10th & E St NW,100
18th & R St NW,10th & Florida Ave NW,103
18th & R St NW,10th & K St NW,88
18th & R St NW,10th & Monroe St NE,3
18th & R St NW,10th & U St NW,210
18th & R St NW,10th St & Constitution Ave NW,154
18th & R St NW,11th & F St NW,48
18th & R St NW,11th & H St NE,26
18th & R St NW,11th & Kenyon St NW,205
18th & R St NW,11th & M St NW,323
18th & R St NW,11th & S St NW,212
18th & R St NW,12th & Army Navy Dr,1
18th & R St NW,12th & Irving St NE,1
18th & R St NW,12th & L St NW,265
18th & R St NW,12th & Newton St NE,2
18th & R St NW,12th & U St NW,386
18th & R St NW,13th & D St NE,8
18th & R St NW,13th & H St NE,21
18th & R St NW,13th St & New York Ave NW,254
18th & R St NW,14th & Belmont St NW,346
18th & R St NW,14th & D St NW / Ronald Reagan Building,142
18th & R St NW,14th & D St SE,2
18th & R St NW,14th & G St NW,229
18th & R St NW,14th & Girard St NW,2
18th & R St NW,14th & Harvard St NW,212
18th & R St NW,14th & L St NW,10
18th & R St NW,14th & R St NW,622
18th & R St NW,14th & Rhode Island Ave NW,330
18th & R St NW,14th & Upshur St NW,23
18th & R St NW,14th & V St NW,716
18th & R St NW,14th St & Colorado Ave NW,53
18th & R St NW,14th St & New York Ave NW,208
18th & R St NW,14th St & Spring Rd NW,45
18th & R St NW,14th St Heights / 14th & Crittenden St NW,13
18th & R St NW,15th & East Capitol St NE,8
18th & R St NW,15th & Euclid St  NW,155
18th & R St NW,15th & F St NE,2
18th & R St NW,15th & K St NW,175
18th & R St NW,15th & L St NW,286
18th & R St NW,15th & N Scott St,6
18th & R St NW,15th & P St NW,1270
18th & R St NW,15th St & Massachusetts Ave SE,2
18th & R St NW,16th & Harvard St NW,217
18th & R St NW,16th & Irving St NW,25
18th & R St NW,16th & R St NW,37
18th & R St NW,17th & Corcoran St NW,729
18th & R St NW,17th & G St NW,346
18th & R St NW,17th & K St NW,992
18th & R St NW,17th & K St NW / Farragut Square,415
18th & R St NW,17th & Rhode Island Ave NW,671
18th & R St NW,17th St & Independence Ave SW,4
18th & R St NW,17th St & Massachusetts Ave NW,277
18th & R St NW,18th & C St NW,7
18th & R St NW,18th & M St NW,415
18th & R St NW,18th St & Pennsylvania Ave NW,304
18th & R St NW,18th St & Rhode Island Ave NE,2
18th & R St NW,18th St & Wyoming Ave NW,739
18th & R St NW,19th & E Street NW,40
18th & R St NW,19th & East Capitol St SE,7
18th & R St NW,19th & G St NW,120
18th & R St NW,19th & K St NW,376
18th & R St NW,19th & L St NW,375
18th & R St NW,19th St & Constitution Ave NW,130
18th & R St NW,19th St & Pennsylvania Ave NW,531
18th & R St NW,1st & H St NW,54
18th & R St NW,1st & K St SE,125
18th & R St NW,1st & M St NE,193
18th & R St NW,1st & N St SE,16
18th & R St NW,1st & O St NW,12
18th & R St NW,1st & Rhode Island Ave NW,152
18th & R St NW,1st & Washington Hospital Center NW,6
18th & R St NW,20th & Crystal Dr,3
18th & R St NW,20th & E St NW,132
18th & R St NW,20th & L St NW,131
18th & R St NW,20th & O St NW / Dupont South,245
18th & R St NW,20th St & Florida Ave NW,250
18th & R St NW,20th St & Virginia Ave NW,32
18th & R St NW,21st & I St NW,546
18th & R St NW,21st & M St NW,604
18th & R St NW,21st St & Constitution Ave NW,104
18th & R St NW,21st St & Pennsylvania Ave NW,281
18th & R St NW,21st St N & N Pierce St,1
18th & R St NW,22nd & I St NW / Foggy Bottom,388
18th & R St NW,23rd & Crystal Dr,1
18th & R St NW,23rd & E St NW ,165
18th & R St NW,23rd & Eads St,1
18th & R St NW,24th & N St NW,397
18th & R St NW,25th St & Pennsylvania Ave NW,271
18th & R St NW,26th & S Clark St,1
18th & R St NW,2nd & G St NE,13
18th & R St NW,2nd St & Massachusetts Ave NE,1
18th & R St NW,3000 Connecticut Ave NW / National Zoo,65
18th & R St NW,33rd & Water St NW,118
18th & R St NW,34th St & Wisconsin Ave NW,113
18th & R St NW,36th & Calvert St NW / Glover Park,63
18th & R St NW,37th & O St NW / Georgetown University,220
18th & R St NW,39th & Calvert St NW / Stoddert,90
18th & R St NW,39th & Veazey St NW,4
18th & R St NW,3rd & D St SE,8
18th & R St NW,3rd & Elm St NW,100
18th & R St NW,3rd & G St SE,10
18th & R St NW,3rd & H St NE,29
18th & R St NW,3rd & H St NW,96
18th & R St NW,3rd & Tingey St SE,16
18th & R St NW,3rd St & Pennsylvania Ave SE,17
18th & R St NW,47th & Elm St,2
18th & R St NW,4th & D St NW / Judiciary Square,21
18th & R St NW,4th & E St SW,41
18th & R St NW,4th & East Capitol St NE,24
18th & R St NW,4th & M St SW,40
18th & R St NW,4th & W St NE,11
18th & R St NW,5th & F St NW,49
18th & R St NW,5th & K St NW,224
18th & R St NW,5th & Kennedy St NW,4
18th & R St NW,5th St & Massachusetts Ave NW,169
18th & R St NW,6th & H St NE,19
18th & R St NW,6th & S Ball St,1
18th & R St NW,6th & Water St SW / SW Waterfront,33
18th & R St NW,6th St & Indiana Ave NW,65
18th & R St NW,7th & F St NW / National Portrait Gallery,133
18th & R St NW,7th & R St NW / Shaw Library,342
18th & R St NW,7th & T St NW,466
18th & R St NW,8th & D St NW,99
18th & R St NW,8th & East Capitol St NE,8
18th & R St NW,8th & Eye St SE / Barracks Row,10
18th & R St NW,8th & F St NE,7
18th & R St NW,8th & F St NW,28
18th & R St NW,8th & H St NW,282
